SR_NO,COMPANY_NAME,EXPERIENCE,FUNCTION,INDUSTRY,JOB_DESCRIPTION,JOB_LOCATION,JOB_TITLE,AVERAGE_PACKAGE,ROLES,SKILLS
185,Biz Industries,0-2 years,Finance & Accounts,"Banking, Accounting, Financial Services",Account AssistantCall & Whatsapp HR Satya Sir - (9102882937)Account AssistantHANDLE PROFORMA INVOICE / INVOICING / PURCHASE ORDERFILING DOCUMENTATIONSPREPARE PETTY CASH LISTINGFAMILIAR WITH DEBTORS AND CREDITORS INVOICES AND UPDATING IN SYSTEMKEY IN PAYMENT VOUCHERSANSWERING OF DAILY PHONE CALLSPREPARING OF CHEQUESASSISTING TO ANY ADHOC MATTERS RELATEDAccount AssistantCall & Whatsapp HR Satya Sir - (9102882937)Account Assistant,Kolkata,Account Assistant Job For Freshers,150000 - 250000 INR,Accountant,"Account Assistant, Account Executive, Accountant, Secretary"
186,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology","Bio Technology & Life Sciences, Chemicals, Petrochemicals","Lab TechnicianCall & Whatsapp HR Shubham Sir - (9352743030)Lab TechnicianSorting and managing orders through the production process to ensure orders are correctOverseeing, loading and unloading lenses in equipment to ensure efficiencyMaintaining equipment and processes by following and completing daily checklistPrepping lenses to ensure they pass quality inspectionCorrectly routing jobs through our manufacturing processesIdentifying defects and completing quality inspections, to ensure we are providing the best lenses possibleLab TechnicianCall & Whatsapp HR Shubham Sir - (9352743030)Lab Technician",Delhi,Lab Technician Job For Freshers,150000 - 250000 INR,Bio-Technology Research Scientist,"Lab Technician, Lab Assistant, Laboratory Technician, Laboratory, Lab Chemist"
187,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology","Bio Technology & Life Sciences, Chemicals, Petrochemicals",Laboratory Assistant Call & Whatsapp HR Surya Sir - (8051041867)Laboratory AssistantTo conduct chemical assays.2. To treat waste chemical and water.3. To conduct tests on waste chemical and water before discharge.4. To manage chemical waste discharge.5. To manage waste water treatment facility.6. To operate and maintain Inductive Coupled Plasma (ICP).8. To maintain the chemical laboratory and ensure the smooth operation of the laboratory.Laboratory AssistantCall & Whatsapp HR Surya Sir - (8051041867)Laboratory Assistant,Mumbai,Laboratory Assistant Job For Freshers,150000 - 250000 INR,Bio-Technology Research Scientist,Laboratory Assistant
188,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","HR ExecutiveCall & Whatsapp HR Vedpal Sir -(8218550935)HR ExecutiveAccountable for the planning, organizing, and the successful implementation of projects. These include but are not limited to the President’s Award of Excellence in Student Leadership, the Undergraduate Student Initiative Fund, and the Student Life Enhancement Fund. Creates a plan for the successful and efficient implementation of these projects. This includes developing timelines, creating documentation, communications, reviewing submissions and making recommendations for approval. Reviews terms of reference, criteria and process for continued improvements for efficiency and streamlining processes, and monitors all aspects of these projects. Prepares/updates all of the required communication.HR ExecutiveCall & Whatsapp HR Vedpal Sir -(8218550935)HR Executive",Delhi,HR Executive Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Hr Executive, Human Resource, Hr, Hr Generalist"
189,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO","HR RecruiterCall & Whatsapp HR Hariom Sir - (8859444893)HR RecruiterYou play a critical role in sourcing, selecting, and onboarding the frontline healthcare staff responsible for taking care of our clients.You’ll use various methods to source candidates, deliver an efficient and seamless interview and selection process, as well as manage the offer process and onboarding.HR RecruiterCall & Whatsapp HR Hariom Sir - (8859444893)HR Recruiter",Pune,HR Recruiter Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Hr Recruiter, Human Resource, Hr Executive, Hr Generalist, Hr"
190,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Desktop Support EngineerCall & Whatsapp HR Satya Sir - (9102882937)Desktop Support EngineerResponsible for performing first level troubleshooting support for problems related to computer hardware/software and application systems in the schools.Provide advice and assistance to users on the usage of simple functional features of software and hardware peripherals.Perform basic administrative support, asset management and routine IT housekeeping services.Ensure the proper running of IT equipment and systems in the school in order that office staff, teachers, and students’ activities are not disrupted.Liaise with vendor on the computer and network problem and ensure proper follow-up and resolution is achieved.Desktop Support EngineerCall & Whatsapp HR Satya Sir - (9102882937)Desktop Support Engineer",Delhi,Desktop Support Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP","Desktop Support Engineer, Hardware Engineer, Desktop Engineer, Technical Support Engineer, Customer Support Engineer"
191,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Desktop Support EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Desktop Support EngineerResponsible for performing first level troubleshooting support for problems related to computer hardware/software and application systems in the schools.Provide advice and assistance to users on the usage of simple functional features of software and hardware peripherals.Perform basic administrative support, asset management and routine IT housekeeping services.Ensure the proper running of IT equipment and systems in the school in order that office staff, teachers, and students’ activities are not disrupted.Liaise with vendor on the computer and network problem and ensure proper follow-up and resolution is achieved.Manage, monitor, and maintain domain user accounts.Desktop Support EngineerCall & Whatsapp HR Yogesh Sir - (7617551414)Desktop Support Engineer",Delhi,Desktop Support Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP","Desktop Support Engineer, Desktop Engineer, Technical Support Engineer, Customer Support Engineer"
192,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Technician EngineerCall & Whatsapp HR Surya Sir - (8051041867)Mechanical Technician EngineerPerform day-to-day routine and preventative maintenance within the hotel roomsRespond promptly and efficiently to any maintenance calls that ariseExecute the preventative maintenance schedule and ensure all equipment and designated areas are maintained to the required standardAssist in the implementation of energy conservation programRecommend maintenance system improvements and energy savingsMaintain all tools, equipment, and working areas in good conditionKeep your technical training knowledge and skills up to dateMechanical Technician EngineerCall & Whatsapp HR Surya Sir - (8051041867)Mechanical Technician Engineer",Hyderabad / Secunderabad,Mechanical Technician Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,Mechanical Technician Engineer
193,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Engineer (Building) Call & Whatsapp HR Yogesh Sir - (7617551414)Civil Engineer (Building)Assess potential risks, materials and costsOversee and mentor staff and liaise with a variety of stakeholdersManage, design, develop, create and maintain small-scale through to large-scale construction projects in a safe, timely and sustainable mannerComply with guidelines and regulations including permits, safety etc and deliver technical files and other technical documentation as requiredCarry out technical and feasibility studies and draw up blueprints that satisfy technical specificationsCivil Engineer (Building)Call & Whatsapp HR Yogesh Sir - (7617551414)Civil Engineer (Building)",Bengaluru / Bangalore,Civil Engineer (Building) For Freshers,150000 - 250000 INR,Civil Engineer,"Civil Engineer, Site Engineer, Civil engg, Construction Engineer, Project engineer"
194,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",BPO Call & Whatsapp HR Hariom Sir - (8859444893)BPOPerform spend and contract analysis to identify sourcing and cost reduction opportunities.Ensure representation of regional/local interests and requirement of APAC clients to Global sourcing categories.BPOCall & Whatsapp HR Hariom Sir - (8859444893)BPO,Delhi,BPO Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Bpo, Call Center"
195,Biz Industries,0-2 years,Engineering - Electrical,"Electrical, Switchgears","Electrical EngineerCall & Whatsapp HR Hariom Sir - (8859444893)Electrical EngineerLead a team of maintenance technicians to perform the preventive and corrective maintenance.Plan, monitor, coordinate and execute the preventive maintenance schedule.Monitor and guide the daily check and maintenance.Plan, order and monitor the spare parts for machines, equipments to minimize the down time.Electrical EngineerCall & Whatsapp HR Hariom Sir - (8859444893)Electrical Engineer",Kolkata,Electrical Engineer For Freshers,150000 - 250000 INR,Electrical Engineer,"Electrical Engineer, Electrical executive, Electrical Design Engineer, Electrical Maintenance"
196,Quality Thought Infosystems (India) Private Limited,Fresher,IT,"IT, Computers - Software","Looking for Freshers who are looking for a job (20/2021 Pass-outs only)Eligibility 1. Should have more than 65% in all academics2. Should have Good Communication Skills3. Should have good verbal and problem solving skills4. Should be able to do InternsWalk-in Date : 14th March Sunday @9:00 am to 5:00PMVenue : 5th floor ,515,Niligiri Block,Ameerpet,6309672106",Hyderabad / Secunderabad,Walk-In for Freshers,Not Specified,"Fresher, Trainee, Software Engineer, Programmer, Software Test Engineer","Freshers, Fresher Trainee, Test Engineer, Qa Engineer, Tester, Manual Testing, Software testing"
197,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","Php developerCall & Whatsapp HR Yogesh Sir - (7617551414)Php developerReporting to Chief Developer and work closely with project teamsPassion in working with and learning new technologyRise up to the challenge of problem analysis, debugging and development of elegant code and technical solutionsWriting clean, well designed, efficient, testable and reusable code with strong business logicIntegration of front-end code, database technology and 3rd party libraries using modern web frameworksTroubleshoot, test and maintain the platform software, mobile apps and databases for optimal performancePhp developerCall & Whatsapp HR Yogesh Sir - (7617551414)Php developer",Mumbai,Php developer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP","Web Developer, Php developer, PHP programmer, Php Mysql Ajax"
